,CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,cluster
1085,C11120,48.157955,0.363636,648.24,286.0,362.24,0.0,0.333333,0.25,0.25,0.0,0,6,2000.0,753.720188,58.719455,0.363636,12,0
1090,C11125,72.25191099999999,0.727273,665.5,228.0,437.5,0.0,0.416667,0.166667,0.333333,0.0,0,12,4000.0,1443.7264089999999,106.63213300000001,0.5,12,0
1092,C11128,7.527502,0.545455,65.75,0.0,65.75,0.0,0.416667,0.0,0.416667,0.0,0,5,4000.0,187.936242,132.19075,0.571429,12,0
1093,C11129,1262.88817,1.0,313.02,210.5,102.52,1381.6133029999999,0.583333,0.5,0.416667,0.083333,1,13,1500.0,1960.5193010000003,922.418051,0.0,12,0
1094,C11130,1850.509525,1.0,0.0,0.0,0.0,218.731138,0.0,0.0,0.0,0.416667,5,0,2000.0,498.43682300000006,401.48809,0.0,12,0
1096,C11132,1382.240511,1.0,113.03,0.0,113.03,3688.794183,0.583333,0.0,0.5,0.833333,31,12,3000.0,2780.931453,463.144483,0.0,12,0
1097,C11133,6.338717,0.090909,171.0,171.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,4000.0,495.808559,88.232737,0.0,12,0
1099,C11135,451.076499,0.818182,32.25,0.0,32.25,0.0,0.083333,0.0,0.083333,0.0,0,1,1800.0,0.0,0.0,0.0,12,0
1101,C11137,35.578362,0.909091,464.51,133.0,331.51,0.0,0.833333,0.083333,0.75,0.0,0,10,3000.0,452.52232699999996,147.24361399999998,0.777778,12,0
1104,C11140,2239.937878,1.0,90.0,90.0,0.0,966.3305300000001,0.090909,0.090909,0.0,0.454545,7,1,3500.0,518.134344,484.79751699999997,0.0,11,0
1105,C11141,510.233775,1.0,436.74,436.74,0.0,0.0,0.333333,0.333333,0.0,0.0,0,5,3500.0,484.285337,239.690542,0.0,12,0
1106,C11142,683.971012,0.909091,294.0,145.0,149.0,281.669381,0.5,0.083333,0.416667,0.166667,2,7,3500.0,1578.37444,174.83612,0.1,12,0
1111,C11149,256.433357,1.0,206.35,0.0,206.35,0.0,0.75,0.0,0.75,0.0,0,9,1000.0,689.9330570000001,1879.817257,0.0,12,0
1112,C11150,297.985886,1.0,116.18,7.78,108.4,0.0,0.416667,0.083333,0.333333,0.0,0,5,1000.0,1178.583629,206.812783,0.083333,12,0
1122,C11161,2730.843802,1.0,2900.0,2900.0,0.0,0.0,0.125,0.125,0.0,0.0,0,1,2900.0,0.0,0.0,0.0,8,0
1124,C11163,749.127741,1.0,80.3,80.3,0.0,490.432946,0.166667,0.166667,0.0,0.25,4,3,1950.0,214.230371,2359.005614,0.0,12,0
1127,C11166,26.787184999999997,0.272727,114.0,114.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1200.0,333.794157,124.49441100000001,0.0,12,0
1129,C11169,952.51575,1.0,129.95,129.95,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,1500.0,1791.01792,500.848096,0.083333,12,0
1132,C11172,987.584177,1.0,0.0,0.0,0.0,185.647722,0.0,0.0,0.0,0.083333,2,0,1200.0,448.68922000000003,251.520629,0.0,12,0
1136,C11176,1306.4364560000001,1.0,0.0,0.0,0.0,309.560735,0.0,0.0,0.0,0.25,4,0,1500.0,349.408692,427.330636,0.0,12,0
1139,C11179,1596.0293900000001,1.0,466.18,175.6,290.58,38.321808000000004,0.727273,0.181818,0.545455,0.090909,1,15,1500.0,463.86116100000004,1739.237096,0.0,11,0
1141,C11181,2861.1373989999997,1.0,0.0,0.0,0.0,265.06559,0.0,0.0,0.0,0.083333,1,0,3000.0,752.3654730000001,786.9464370000001,0.0,12,0
1144,C11185,126.121035,0.454545,590.0,590.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2500.0,1471.72027,156.326043,0.0,12,0
1146,C11187,1931.8217989999998,1.0,120.0,120.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2100.0,476.682076,751.902022,0.0,12,0
1148,C11189,1818.441161,1.0,904.3,0.0,904.3,0.0,1.0,0.0,1.0,0.0,0,54,1700.0,1251.158216,1750.367637,0.0,12,0
1152,C11195,645.299519,1.0,1310.84,690.0,620.84,76.361029,0.8,0.2,0.6,0.1,1,12,2500.0,1402.76066,158.916575,0.0,10,0
1154,C11197,2127.069602,1.0,743.38,743.38,0.0,0.0,0.166667,0.166667,0.0,0.0,0,18,2100.0,1047.607919,4500.377613000001,0.0,12,0
1156,C11199,76.059828,1.0,927.1,927.1,0.0,0.0,1.0,1.0,0.0,0.0,0,12,1500.0,906.7126519999999,163.26537199999999,1.0,12,0
1158,C11201,269.309231,1.0,280.25,0.0,280.25,0.0,0.916667,0.0,0.916667,0.0,0,19,2500.0,176.415802,184.470935,0.0,12,0
1159,C11202,230.82387599999998,1.0,1842.33,0.0,1842.33,0.0,0.916667,0.0,0.833333,0.0,0,12,3000.0,1651.128297,174.020429,0.333333,12,0
1160,C11203,6.903242999999999,0.727273,145.01,0.0,145.01,0.0,0.75,0.0,0.75,0.0,0,9,3000.0,162.930205,66.97684,0.14285699999999998,12,0
1161,C11204,537.002861,1.0,2275.97,2275.97,0.0,203.752607,0.583333,0.583333,0.0,0.083333,1,31,3000.0,1575.6977539999998,179.584038,0.166667,12,0
1164,C11207,20.889413,0.636364,244.2,0.0,244.2,0.0,0.333333,0.0,0.25,0.0,0,4,4000.0,541.817138,72.261438,0.0,12,0
1167,C11210,1109.366186,1.0,348.78,348.78,0.0,46.656862,0.714286,0.714286,0.0,0.14285699999999998,1,9,1200.0,438.73339500000003,590.202893,0.0,7,0
1168,C11211,1114.122532,1.0,348.47,224.31,124.16,99.20189,0.583333,0.166667,0.416667,0.083333,1,9,1200.0,631.4929599999999,668.171959,0.0,12,0
1169,C11212,348.965773,1.0,1019.4,444.4,575.0,0.0,1.0,0.25,1.0,0.0,0,25,1000.0,214.98737599999998,176.525876,0.25,12,0
1170,C11213,949.259857,1.0,0.0,0.0,0.0,59.80774,0.0,0.0,0.0,0.166667,2,0,1000.0,169.264551,247.985446,0.0,12,0
1173,C11216,364.140613,1.0,1462.38,1462.38,0.0,0.0,0.333333,0.333333,0.0,0.0,0,5,2500.0,1858.4353,218.825218,0.083333,12,0
1175,C11219,1688.5210969999998,0.909091,0.0,0.0,0.0,2863.9181989999997,0.0,0.0,0.0,0.181818,5,0,3000.0,3572.27487,411.099829,0.125,11,0
1177,C11221,123.79179599999999,0.727273,1202.5,0.0,1202.5,0.0,0.666667,0.0,0.583333,0.0,0,41,2500.0,1623.347254,194.037041,0.833333,12,0
1178,C11222,1786.707643,1.0,0.0,0.0,0.0,1835.162486,0.0,0.0,0.0,0.25,3,0,3000.0,1612.796944,419.392234,0.0,12,0
1179,C11223,971.6815650000001,1.0,133.31,0.0,133.31,148.475392,0.583333,0.0,0.583333,0.166667,2,1,1000.0,496.15515300000004,716.223809,0.0,12,0
1184,C11228,214.61029399999998,1.0,496.0,0.0,496.0,0.0,1.0,0.0,0.833333,0.0,0,12,2500.0,739.051121,187.9353,0.083333,12,0
1185,C11229,4.620029,1.0,59.67,0.0,59.67,0.0,0.916667,0.0,0.916667,0.0,0,11,3000.0,60.665896,67.379671,0.0,12,0
1186,C11230,32.779456,1.0,212.58,160.48,52.1,279.524631,0.5,0.333333,0.166667,0.416667,5,8,1500.0,338.58362999999997,115.81103,0.2,12,0
1188,C11232,6.824905,0.090909,0.0,0.0,0.0,1150.890874,0.0,0.0,0.0,0.083333,1,0,1200.0,0.0,0.0,0.0,12,0
1189,C11233,23.150437,0.090909,0.0,0.0,0.0,3947.583198,0.0,0.0,0.0,0.083333,1,0,4000.0,0.0,0.0,0.0,12,0
1191,C11235,230.936733,0.5,0.0,0.0,0.0,1364.395327,0.0,0.0,0.0,0.125,1,0,3000.0,4024.8200490000004,149.90941899999999,0.0,8,0
1194,C11238,867.7284710000001,1.0,41.07,0.0,41.07,0.0,0.25,0.0,0.25,0.0,0,3,3000.0,1409.282903,233.78863700000002,0.0,12,0
1196,C11240,77.273142,0.818182,963.61,0.0,963.61,0.0,0.833333,0.0,0.833333,0.0,0,14,3500.0,1218.4808449999998,162.68071799999998,0.2,12,0
1197,C11241,915.981419,0.909091,2037.24,1587.24,450.0,0.0,0.833333,0.583333,0.666667,0.0,0,22,3500.0,411.17670699999996,296.885026,0.125,12,0
1201,C11245,49.022296000000004,1.0,480.27,0.0,480.27,0.0,1.0,0.0,1.0,0.0,0,37,2500.0,636.766732,179.23246899999998,1.0,12,0
1203,C11247,2.451938,0.090909,37.75,0.0,37.75,0.0,0.083333,0.0,0.083333,0.0,0,1,4000.0,426.039083,117.833863,1.0,12,0
1206,C11250,1327.775159,1.0,534.93,0.0,534.93,114.667852,1.0,0.0,1.0,0.083333,1,38,1500.0,578.744266,400.735862,0.0,12,0
1209,C11253,92.78251800000001,0.2,921.82,921.82,0.0,0.0,0.1,0.1,0.0,0.0,0,1,1200.0,4644.142145000001,68.26235600000001,0.0,10,0
1210,C11254,4.398104,0.181818,76.0,76.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1500.0,307.868817,109.15291699999999,0.0,12,0
1219,C11263,5.801666,0.272727,88.97,33.0,55.97,0.0,0.166667,0.083333,0.083333,0.0,0,2,2720.0,620.204737,140.098388,1.0,12,0
1230,C11274,1037.653522,1.0,584.4,0.0,584.4,0.0,1.0,0.0,1.0,0.0,0,12,1200.0,572.911937,519.80399,0.0,12,0
1231,C11275,1134.726574,1.0,0.0,0.0,0.0,19.555003,0.0,0.0,0.0,0.083333,1,0,1200.0,78.603131,7639.575747,0.0,12,0
1232,C11276,1564.180333,1.0,942.22,773.6,168.62,397.71148,1.0,0.5,1.0,0.25,3,36,2200.0,2852.584209,759.107707,0.0,12,0
1234,C11278,61.109731000000004,1.0,438.8,0.0,438.8,0.0,1.0,0.0,0.9,0.0,0,10,1500.0,367.594796,147.921516,0.75,10,0
1235,C11279,5.340221,0.454545,35.97,35.97,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2000.0,83.093843,97.069542,0.0,12,0
1237,C11281,12.40875,0.3,85.5,85.5,0.0,0.0,0.1,0.1,0.0,0.0,0,1,1500.0,414.010478,72.47544,0.0,10,0
1238,C11282,1548.224072,1.0,696.63,696.63,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,1800.0,588.329981,918.350562,0.0,12,0
1239,C11283,1547.154381,1.0,0.0,0.0,0.0,39.346045000000004,0.0,0.0,0.0,0.166667,2,0,1700.0,438.446345,738.273311,0.0,12,0
1241,C11285,998.231433,1.0,1622.23,872.26,749.97,0.0,1.0,0.916667,0.916667,0.0,0,54,2500.0,987.085976,203.83871200000002,0.0,12,0
1243,C11287,395.81907,0.8888889999999999,37.0,0.0,37.0,0.0,0.11111099999999999,0.0,0.11111099999999999,0.0,0,2,2500.0,243.495592,159.29742,0.0,9,0
1245,C11289,1382.168038,1.0,0.0,0.0,0.0,190.767997,0.0,0.0,0.0,0.416667,8,0,1500.0,598.968477,404.950458,0.0,12,0
1246,C11290,11.047149000000001,0.545455,180.5,0.0,180.5,0.0,0.5,0.0,0.333333,0.0,0,8,4000.0,269.95297400000004,173.69663799999998,0.75,12,0
1251,C11295,621.386746,0.571429,178.83,178.83,0.0,913.3922660000001,0.28571399999999997,0.28571399999999997,0.0,0.14285699999999998,1,4,1200.0,96.011391,128.725608,0.0,7,0
1252,C11296,1096.949604,1.0,227.55,227.55,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,2500.0,397.83676299999996,352.17312999999996,0.0,12,0
1254,C11298,939.102758,0.363636,0.0,0.0,0.0,3470.939551,0.0,0.0,0.0,0.166667,4,0,4000.0,501.827788,855.39844,0.0,12,0
1259,C11303,1856.590921,1.0,0.0,0.0,0.0,2622.293367,0.0,0.0,0.0,0.333333,7,0,3000.0,2356.790318,700.5784769999999,0.0,12,0
1260,C11304,18.776309,0.5,59.0,59.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,1,1200.0,127.623057,55.553231000000004,0.0,6,0
1261,C11305,2596.455261,1.0,0.0,0.0,0.0,1689.7119420000001,0.0,0.0,0.0,0.083333,1,0,3000.0,714.50351,818.65483,0.0,12,0
1265,C11309,12.00682,1.0,126.0,0.0,126.0,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,171.837196,105.32373600000001,0.333333,12,0
1267,C11311,661.199437,0.545455,150.0,150.0,0.0,1344.227865,0.083333,0.083333,0.0,0.25,8,1,2500.0,290.372365,340.787739,0.0,12,0
1273,C11317,1727.3334960000002,1.0,560.75,168.65,392.1,0.0,0.454545,0.181818,0.363636,0.0,0,11,2500.0,509.825296,599.949312,0.0,11,0
1274,C11318,1727.295159,1.0,719.76,626.53,93.23,0.0,0.583333,0.166667,0.416667,0.0,0,12,1800.0,724.437944,732.309926,0.0,12,0
1276,C11320,144.129221,0.727273,949.59,272.0,677.59,0.0,0.5,0.25,0.333333,0.0,0,11,4000.0,999.7114339999999,121.91279399999999,0.1,12,0
1277,C11321,1497.129794,1.0,2571.48,1867.92,703.56,0.0,0.833333,0.333333,0.666667,0.0,0,26,2500.0,3177.11973,851.600335,0.0,12,0
1278,C11322,1770.072581,1.0,0.0,0.0,0.0,781.6165589999999,0.0,0.0,0.0,0.083333,1,0,2500.0,1390.781416,845.927334,0.0,12,0
1279,C11323,43.124063,0.727273,491.43,491.43,0.0,0.0,0.545455,0.545455,0.0,0.0,0,7,2100.0,714.720575,129.562455,1.0,11,0
1280,C11324,200.971458,1.0,569.68,291.7,277.98,0.0,0.333333,0.083333,0.25,0.0,0,10,4000.0,311.300085,128.751781,0.0,12,0
1281,C11325,3.5744629999999997,0.818182,576.0,0.0,576.0,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,498.788091,0.0,0.0,12,0
1283,C11327,1469.212816,1.0,220.69,64.09,156.6,0.0,0.454545,0.090909,0.272727,0.0,0,6,2000.0,416.17200299999996,481.88774299999994,0.0,11,0
1284,C11328,80.054576,0.454545,315.0,315.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,300.0,1054.977467,190.13155600000002,0.0,12,0
1289,C11334,1790.7073739999998,0.727273,1368.0,1368.0,0.0,2126.381193,0.083333,0.083333,0.0,0.25,7,2,3500.0,672.6147940000001,979.6831990000001,0.0,12,0
1295,C11340,31.473181,0.272727,220.5,220.5,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,3750.0,1199.475254,89.231655,0.0,12,0
1298,C11343,2138.185971,1.0,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2500.0,728.8922190000001,755.4610230000001,0.0,12,0
1299,C11344,275.956562,0.363636,1943.1,1644.79,298.31,0.0,0.333333,0.25,0.25,0.0,0,10,1800.0,5018.330900999999,268.760421,0.333333,12,0
1303,C11348,1426.870236,1.0,0.0,0.0,0.0,98.687898,0.0,0.0,0.0,0.083333,1,0,1500.0,324.97095,642.629679,0.0,12,0
1306,C11351,1172.344218,1.0,454.21,0.0,454.21,0.0,0.916667,0.0,0.916667,0.0,0,21,1000.0,447.20292699999993,8791.735512000001,0.0,12,0
1310,C11355,120.964472,1.0,0.0,0.0,0.0,916.399522,0.0,0.0,0.0,0.083333,1,0,1200.0,997.765267,113.24894599999999,0.083333,12,0
1313,C11358,1094.221693,1.0,35.0,35.0,0.0,18.804195,0.083333,0.083333,0.0,0.083333,1,2,1200.0,348.094372,493.967774,0.0,12,0
1317,C11362,1392.814234,1.0,845.51,773.17,72.34,0.0,0.416667,0.333333,0.083333,0.0,0,7,1700.0,622.228025,451.616978,0.0,12,0
1320,C11365,910.6824039999999,1.0,0.0,0.0,0.0,1435.307385,0.0,0.0,0.0,0.166667,4,0,1500.0,1687.9782059999998,288.284812,0.083333,12,0
1323,C11368,1279.305202,1.0,2071.7,2071.7,0.0,2684.141722,0.5,0.5,0.0,0.333333,6,22,2500.0,2792.076889,658.6887820000001,0.25,12,0
1325,C11370,1200.435451,1.0,886.56,661.56,225.0,0.0,1.0,1.0,0.25,0.0,0,15,1200.0,1118.7079820000001,989.542477,0.0,12,0
1328,C11373,3013.581545,1.0,0.0,0.0,0.0,218.09139199999998,0.0,0.0,0.0,0.5,6,0,3000.0,729.037137,1307.25605,0.0,12,0
1331,C11376,341.456099,1.0,2091.44,1242.9,848.54,0.0,1.0,0.5,1.0,0.0,0,38,3000.0,2252.250986,179.459441,0.083333,12,0
1334,C11379,0.0,0.0,300.0,0.0,300.0,0.0,0.857143,0.0,0.857143,0.0,0,6,2500.0,0.0,0.0,0.0,7,0
1337,C11382,18.898761999999998,0.363636,212.5,0.0,212.5,0.0,0.333333,0.0,0.25,0.0,0,7,1000.0,275.063898,59.26756999999999,0.363636,12,0
1340,C11385,80.363442,0.909091,2370.44,47.5,2322.94,0.0,1.0,0.083333,1.0,0.0,0,63,1500.0,2373.35922,141.35023600000002,0.818182,12,0
1346,C11391,661.1353230000001,1.0,568.81,141.69,427.12,618.55338,0.75,0.083333,0.666667,0.166667,2,10,1700.0,239.759567,208.2926,0.0,12,0
1352,C11398,15.730229000000001,1.0,163.24,55.0,108.24,0.0,1.0,0.083333,1.0,0.0,0,13,1200.0,179.84412700000001,129.984859,0.166667,12,0
1354,C11400,20.933564999999998,0.363636,295.32,0.0,295.32,0.0,0.333333,0.0,0.333333,0.0,0,8,3000.0,315.30127200000004,57.711988,0.181818,12,0
1355,C11401,920.8721720000001,0.8888889999999999,296.64,130.0,166.64,944.0882310000001,0.555556,0.11111099999999999,0.333333,0.11111099999999999,3,5,1200.0,119.36996699999999,535.455159,0.0,9,0
1362,C11408,2054.372848,1.0,833.28,0.0,833.28,0.0,1.0,0.0,1.0,0.0,0,24,4000.0,1020.782939,1329.038006,0.0,12,0
1364,C11410,1438.46998,1.0,0.0,0.0,0.0,88.409075,0.0,0.0,0.0,0.083333,1,0,1500.0,298.435921,366.90327,0.0,12,0
1366,C11412,746.693629,1.0,615.2,0.0,615.2,0.0,1.0,0.0,0.916667,0.0,0,16,1000.0,1693.1231920000002,815.025567,0.083333,12,0
1372,C11418,1064.037564,0.9,55.52,0.0,55.52,0.0,0.4,0.0,0.3,0.0,0,4,4000.0,2427.690302,717.7470139999999,0.0,10,0
1376,C11422,73.532797,0.363636,1185.3,661.3,524.0,215.945221,0.333333,0.166667,0.25,0.083333,1,6,2500.0,1558.325533,58.665765,0.181818,12,0
1383,C11429,1920.231187,1.0,167.08,167.08,0.0,132.90266200000002,0.166667,0.166667,0.0,0.166667,2,2,2300.0,625.532634,472.309554,0.0,12,0
1385,C11431,1.753241,0.571429,0.0,0.0,0.0,390.92983,0.0,0.0,0.0,0.14285699999999998,2,0,3000.0,704.789521,46.396619,1.0,7,0
1386,C11432,1.599053,0.272727,188.0,188.0,0.0,149.167024,0.083333,0.083333,0.0,0.083333,1,1,3000.0,356.465959,19.329034,0.0,12,0
1388,C11434,198.31396999999998,0.909091,487.61,487.61,0.0,0.0,0.166667,0.166667,0.0,0.0,0,8,3000.0,90.1719,198.00010600000002,0.0,12,0
1389,C11435,2712.176691,1.0,0.0,0.0,0.0,1835.8107699999998,0.0,0.0,0.0,0.416667,12,0,3000.0,659.7611099999999,1053.773309,0.0,12,0
1390,C11436,14.434807999999999,1.0,237.48,0.0,237.48,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,216.922698,169.95303,1.0,12,0
1391,C11437,1376.24407,1.0,0.0,0.0,0.0,501.20866500000005,0.0,0.0,0.0,0.25,4,0,1500.0,685.228947,339.660618,0.0,12,0
1392,C11438,164.68483600000002,1.0,622.9,622.9,0.0,464.882608,0.545455,0.545455,0.0,0.090909,1,7,3000.0,825.929531,171.750543,0.1,11,0
1394,C11440,931.047119,1.0,494.0,444.0,50.0,0.0,0.333333,0.25,0.083333,0.0,0,7,4000.0,415.13939300000004,354.783499,0.0,12,0
1396,C11442,364.398745,1.0,1087.66,561.06,526.6,0.0,0.916667,0.583333,0.833333,0.0,0,22,3000.0,763.738703,189.953723,0.0,12,0
1397,C11443,2135.365916,1.0,0.0,0.0,0.0,1884.671403,0.0,0.0,0.0,0.166667,3,0,3000.0,565.655851,659.678948,0.0,12,0
1398,C11444,27.164388,1.0,554.35,464.63,89.72,0.0,1.0,1.0,0.166667,0.0,0,16,3000.0,446.72261299999997,145.306865,0.272727,12,0
1400,C11446,1080.956258,1.0,386.78,386.78,0.0,2208.4703059999997,0.333333,0.333333,0.0,0.333333,7,7,2600.0,3078.374295,402.102876,0.090909,12,0
1401,C11447,2849.47477,1.0,574.92,0.0,574.92,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,3909.1509049999995,5092.7993,0.0,12,0
1402,C11448,584.287125,0.818182,0.0,0.0,0.0,918.1511419999999,0.0,0.0,0.0,0.083333,2,0,1000.0,1029.191073,277.371035,0.125,12,0
1404,C11450,39.665224,1.0,265.92,0.0,265.92,0.0,0.916667,0.0,0.916667,0.0,0,11,2000.0,295.676965,136.234257,0.363636,12,0
1407,C11453,928.666372,1.0,0.0,0.0,0.0,1148.992175,0.0,0.0,0.0,0.5,6,0,1000.0,1374.841601,392.678144,0.0,12,0
1409,C11455,116.62667900000001,1.0,533.99,178.8,355.19,0.0,0.916667,0.5,0.666667,0.0,0,32,4000.0,606.8907379999999,169.514793,0.0,12,0
1413,C11459,697.525591,1.0,462.38,45.65,416.73,345.3272,0.5,0.083333,0.5,0.083333,1,12,1000.0,134.938594,376.70344500000004,0.0,12,0
1418,C11466,868.98325,0.818182,1104.65,1104.65,0.0,1180.0749369999999,0.416667,0.416667,0.0,0.166667,2,8,1800.0,1962.562543,579.5544179999999,0.0,12,0
1421,C11469,21.986298,0.454545,568.78,208.78,360.0,0.0,0.416667,0.083333,0.333333,0.0,0,10,3800.0,1448.5739859999999,83.666499,0.0,12,0
1425,C11473,31.973194,0.545455,94.53,94.53,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,2100.0,114.614967,140.16960600000002,0.0,12,0
1428,C11476,1738.5537510000001,1.0,0.0,0.0,0.0,90.195376,0.0,0.0,0.0,0.166667,3,0,1800.0,440.33622,581.499966,0.0,12,0
1430,C11478,1227.548135,1.0,322.0,0.0,322.0,0.0,0.583333,0.0,0.583333,0.0,0,13,1000.0,133.36143,9285.151136,0.0,12,0
1440,C11488,1455.84622,1.0,592.82,450.49,142.33,433.604875,0.75,0.333333,0.5,0.333333,5,15,1500.0,1226.999404,546.45889,0.0,12,0
1441,C11489,44.687434,0.454545,679.0,620.0,59.0,0.0,0.333333,0.083333,0.166667,0.0,0,5,3750.0,717.9274360000001,80.817599,0.3,12,0
1446,C11494,556.359504,1.0,1111.12,0.0,1111.12,0.0,0.833333,0.0,0.833333,0.0,0,10,2500.0,1248.4045529999999,171.42994,0.0,12,0
1449,C11497,2492.985289,1.0,74.5,0.0,74.5,751.5968429999999,0.083333,0.0,0.083333,0.333333,7,1,2500.0,1577.510657,997.74591,0.0,12,0
1452,C11500,1117.368286,1.0,972.38,0.0,972.38,0.0,1.0,0.0,1.0,0.0,0,21,1900.0,667.0505049999999,538.8357639999999,0.0,12,0
1455,C11503,63.685705000000006,1.0,690.84,0.0,690.84,0.0,1.0,0.0,1.0,0.0,0,24,2500.0,676.6246150000001,171.70011599999998,1.0,12,0
1456,C11504,965.605202,1.0,215.0,215.0,0.0,0.0,0.25,0.25,0.0,0.0,0,3,1000.0,398.080493,718.175953,0.0,12,0
1457,C11505,173.658581,1.0,1210.0,0.0,1210.0,0.0,1.0,0.0,0.875,0.0,0,8,1000.0,977.652258,113.49253700000001,0.833333,8,0
1467,C11515,1818.447016,0.909091,413.0,333.0,80.0,1819.479671,0.454545,0.181818,0.272727,0.181818,8,7,2000.0,757.096312,1588.275968,0.0,11,0
1468,C11516,33.225168,0.909091,655.15,595.42,59.73,109.490343,1.0,1.0,0.166667,0.083333,1,16,500.0,736.122329,99.005409,0.22222199999999998,12,0
1469,C11517,1060.736973,0.636364,0.0,0.0,0.0,2495.298926,0.0,0.0,0.0,0.166667,7,0,3000.0,3812.7535049999997,414.430882,0.166667,12,0
1473,C11522,294.381106,1.0,828.0,0.0,828.0,0.0,0.6,0.0,0.5,0.0,0,6,1000.0,542.108571,203.364386,0.125,10,0
1475,C11524,2550.5280850000004,1.0,0.0,0.0,0.0,3155.857852,0.0,0.0,0.0,0.8,17,0,3000.0,674.8476559999999,616.794193,0.0,10,0
1480,C11530,22.794307999999997,0.636364,12.0,12.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,119.90963500000001,85.190203,0.0,12,0
1483,C11533,1057.5850710000002,1.0,1008.3,1008.3,0.0,0.0,0.916667,0.916667,0.0,0.0,0,15,1200.0,1083.253347,416.746641,0.0,12,0
1488,C11539,937.4345189999999,1.0,1124.88,1085.63,39.25,0.0,0.416667,0.333333,0.083333,0.0,0,9,2500.0,993.196174,252.572491,0.0,12,0
1492,C11543,1695.84301,1.0,317.4,64.9,252.5,215.13266099999998,0.25,0.083333,0.25,0.333333,4,5,1800.0,708.699641,1118.084153,0.0,12,0
1493,C11544,1830.5714510000003,1.0,737.67,737.67,0.0,1781.4843440000002,0.25,0.25,0.0,0.416667,13,5,2000.0,2338.783266,838.165733,0.0,12,0
1495,C11546,1075.4019119999998,1.0,150.0,150.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1200.0,224.135558,443.646049,0.0,12,0
1496,C11547,392.992722,1.0,508.32,0.0,508.32,0.0,1.0,0.0,1.0,0.0,0,36,1500.0,168.998137,199.547052,0.0,12,0
1499,C11550,432.385707,1.0,2171.86,1048.28,1123.58,138.67751,0.833333,0.416667,0.416667,0.083333,1,20,1200.0,1980.2811760000002,195.203093,0.0,12,0
1500,C11551,4.392146,0.181818,47.96,0.0,47.96,0.0,0.166667,0.0,0.166667,0.0,0,4,3000.0,250.20211,87.580114,0.0,12,0
1501,C11552,109.681353,1.0,2118.66,0.0,2118.66,0.0,0.916667,0.0,0.916667,0.0,0,17,3000.0,2272.075479,153.071572,1.0,12,0
1506,C11557,3019.9140629999997,1.0,0.0,0.0,0.0,397.60108199999996,0.0,0.0,0.0,0.181818,2,0,3300.0,626.3029730000001,954.804381,0.0,11,0
1507,C11558,26.485924,1.0,256.44,0.0,256.44,0.0,0.666667,0.0,0.666667,0.0,0,12,1500.0,235.328971,162.324595,0.166667,12,0
1508,C11559,950.717606,0.909091,0.0,0.0,0.0,1304.763283,0.0,0.0,0.0,0.166667,3,0,1500.0,1441.710359,263.781591,0.0,12,0
1509,C11560,75.012641,0.545455,480.02,480.02,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1950.0,485.738057,86.50254100000001,0.0,12,0
1511,C11562,1229.9388689999998,1.0,699.96,412.47,287.49,0.0,0.333333,0.166667,0.166667,0.0,0,9,2250.0,1333.446631,240.345071,0.0,12,0
1512,C11563,1589.41431,1.0,118.79,118.79,0.0,2176.940929,0.416667,0.416667,0.0,0.166667,5,5,4000.0,349.53025,487.369259,0.0,12,0
1516,C11567,2766.561266,1.0,1469.05,1469.05,0.0,1585.242991,0.333333,0.333333,0.0,0.166667,2,29,3000.0,591.132016,1196.391741,0.0,12,0
1520,C11571,903.0316240000001,1.0,494.7,0.0,494.7,1111.69,0.833333,0.0,0.833333,0.166667,6,10,1000.0,2210.461973,879.12421,0.0,12,0
